dogid,BreedGroup,Sex,WeightKG,WeightKGCat,AgeAtEvalYRS,AgeAtEvalYrsCat,isneutered,neuterageYrs,NeuterAgeCat,neuteredwhy,whereacquired,AgeAcquiredYRS,AgeAcquiredYRSCat,HealthProblems,roles,firstowned,ownedamount,aschild,otherdogs,otherdogsage,Fear43,Fear47,NonSocFear,TouchSen
46574,Mixed Breed/Unknown,0,24.75,1.00,2.00,1.00,0,0.00,.00,3,5,0.00,.00,0,2,0,1,1,0,0,1,2,0.67,0.25
46577,Working,1,19.80,.00,5.00,2.00,0,0.00,.00,3,3,0.48,.00,0,2,1,4,1,0,0,1,1,0.83,0.50
46578,Working,1,19.80,.00,3.00,1.00,0,0.00,.00,3,3,0.73,1.00,0,2,1,4,0,0,0,0,0,0.00,0.00
46581,Toys,1,3.15,.00,2.00,1.00,0,0.00,.00,3,3,0.08,.00,0,2,0,2,1,1,3,3,3,1.80,2.75
46583,Non-Sporting,1,3.15,.00,13.04,2.00,0,0.00,.00,3,3,1.48,1.00,0,2,0,1,1,0,0,0,2,0.33,0.00
46584,Utility,0,19.80,.00,3.00,1.00,0,0.00,.00,3,3,0.33,.00,0,2,0,1,1,1,3,0,0,0.50,0.00
46586,Non-Sporting,1,4.05,.00,5.00,2.00,0,0.00,.00,3,3,0.15,.00,0,2,0,0,0,0,0,4,0,#NULL!,2.50
46587,Utility,0,54.45,1.00,0.83,1.00,0,0.00,.00,3,2,0.15,.00,0,2,0,2,1,1,4,0,1,#NULL!,0.00
46588,Gundogs,0,11.70,.00,0.50,.00,0,0.00,.00,3,3,0.15,.00,0,2,0,0,1,1,1,0,0,#NULL!,#NULL!
46597,Non-Sporting,1,19.80,.00,6.00,2.00,1,0.38,.00,0,2,0.00,.00,0,2,1,4,0,1,1,2,2,1.00,2.50
46598,Gundogs,0,30.15,1.00,2.17,1.00,1,0.98,1.00,0,1,0.19,.00,0,2,0,0,1,0,0,0,1,0.50,0.25
46600,Gundogs,0,30.15,1.00,2.25,1.00,1,0.98,1.00,0,1,0.19,.00,0,2,0,0,1,0,0,0,1,0.33,0.25
46602,Toys,1,3.60,.00,13.04,2.00,1,0.48,.00,7,1,0.15,.00,0,2,0,0,1,0,0,0,0,0.00,0.00
46605,Mixed Breed/Unknown,1,13.50,.00,3.31,2.00,1,0.90,1.00,6,6,0.08,.00,0,2,1,4,1,0,0,1,2,1.67,1.75
46606,Toys,1,2.25,.00,1.15,1.00,0,0.00,.00,3,1,0.65,1.00,0,2,0,3,1,1,3,0,1,0.17,0.00
46611,Gundogs,0,39.60,1.00,8.02,2.00,0,0.00,.00,3,1,0.23,.00,1,2,1,4,1,0,0,1,2,0.83,#NULL!
46615,Hounds,0,83.25,1.00,3.00,1.00,1,1.98,3.00,2,1,0.33,.00,1,0,0,1,1,0,0,0,2,0.50,0.25
46616,Toys,1,3.60,.00,8.02,2.00,1,0.48,.00,7,2,0.00,.00,0,2,0,2,1,0,0,3,1,0.80,1.00
46625,Toys,0,2.25,.00,3.00,1.00,0,0.00,.00,3,5,0.62,1.00,0,2,0,1,0,1,6,1,3,0.83,0.67
46627,Mixed Breed/Unknown,1,29.25,1.00,2.00,1.00,1,0.48,.00,7,5,0.58,1.00,0,2,0,0,1,1,1,1,2,1.00,0.75
46628,Mixed Breed/Unknown,0,45.00,1.00,4.00,2.00,1,0.40,.00,7,5,0.17,.00,0,2,0,0,1,1,6,2,0,0.67,2.25
46629,Toys,1,2.70,.00,0.65,1.00,1,0.48,.00,5,1,0.19,.00,0,2,1,4,1,0,0,2,2,2.00,1.25
46630,Mixed Breed/Unknown,1,11.25,.00,4.00,2.00,1,0.48,.00,3,5,0.83,1.00,0,2,0,0,1,0,0,2,2,#NULL!,2.00
46632,Mixed Breed/Unknown,1,8.10,.00,3.00,1.00,0,0.00,.00,3,2,0.19,.00,1,2,0,0,1,1,3,4,2,2.33,2.00
46633,Non-Sporting,1,3.60,.00,4.00,2.00,0,0.00,.00,3,1,1.08,1.00,0,2,0,0,1,1,6,2,1,1.33,1.00
46635,Terrier,0,5.40,.00,12.02,2.00,1,0.69,1.00,0,2,0.31,.00,1,3,0,0,1,1,3,0,0,1.00,0.00
46636,Mixed Breed/Unknown,0,5.40,.00,13.04,2.00,1,5.98,3.00,7,5,5.98,2.00,0,2,0,0,1,1,3,0,1,0.33,0.00
46638,Mixed Breed/Unknown,0,13.50,.00,1.15,1.00,1,0.46,.00,0,1,0.12,.00,0,2,0,0,1,0,0,0,1,0.33,0.00
46639,Toys,0,1.80,.00,3.00,1.00,0,0.00,.00,3,3,0.08,.00,0,2,0,0,1,1,6,2,2,0.67,1.00
46641,Non-Sporting,1,4.95,.00,2.00,1.00,0,0.00,.00,3,6,0.15,.00,0,2,0,0,1,1,6,3,2,1.83,0.75
46642,Toys,0,3.15,.00,2.00,1.00,0,0.00,.00,3,4,0.04,.00,0,2,0,3,1,1,6,2,1,#NULL!,#NULL!
46648,Mixed Breed/Unknown,0,18.00,.00,5.00,2.00,1,0.83,1.00,3,5,4.33,2.00,0,2,0,1,1,1,6,4,2,0.67,3.75
46649,Toys,1,5.40,.00,2.00,1.00,1,1.48,2.00,7,5,1.48,1.00,0,0,0,2,1,1,5,4,4,0.83,4.00
46654,Gundogs,1,29.25,1.00,10.02,2.00,1,1.98,3.00,7,5,0.00,.00,0,2,0,0,1,1,6,1,0,0.50,0.75
46655,Gundogs,1,36.00,1.00,7.02,2.00,1,1.98,3.00,7,5,0.00,.00,0,0,0,0,1,1,1,3,4,3.67,2.50
46657,Gundogs,1,33.75,1.00,4.00,2.00,1,1.98,3.00,7,5,0.15,.00,0,2,1,4,1,1,1,0,0,0.17,0.50
46658,Mixed Breed/Unknown,0,30.15,1.00,2.00,1.00,1,0.48,.00,7,5,1.65,1.00,0,2,0,2,1,1,1,0,0,#NULL!,#NULL!
46660,Mixed Breed/Unknown,1,19.80,.00,1.50,1.00,1,0.27,.00,7,5,0.27,.00,0,2,1,4,1,0,0,0,1,1.00,1.00
46661,Mixed Breed/Unknown,0,25.65,1.00,10.02,2.00,1,0.98,1.00,7,5,1.23,1.00,1,2,0,0,1,1,6,0,2,2.50,0.75
46665,Working,0,17.10,.00,7.02,2.00,1,7.58,3.00,7,5,7.65,2.00,0,2,1,4,0,0,0,2,1,1.80,#NULL!
46667,Mixed Breed/Unknown,0,22.50,1.00,3.00,1.00,1,0.31,.00,6,2,0.15,.00,0,2,1,4,1,1,1,3,2,0.67,1.50
46670,Working,0,45.00,1.00,1.38,1.00,1,1.13,2.00,5,3,0.15,.00,0,2,0,1,1,1,3,0,2,1.17,0.75
46672,Gundogs,1,29.70,1.00,1.65,1.00,0,0.00,.00,3,2,0.08,.00,0,2,0,0,1,0,0,4,2,1.83,3.50
46673,Mixed Breed/Unknown,1,6.75,.00,2.00,1.00,1,1.98,3.00,7,5,1.98,1.00,0,2,0,3,1,1,1,3,3,1.80,1.00
46675,Terrier,0,29.70,1.00,1.00,1.00,0,0.00,.00,3,3,0.98,1.00,0,2,0,1,1,1,1,0,0,0.33,0.00
46677,Mixed Breed/Unknown,0,18.00,.00,5.00,2.00,1,2.98,3.00,3,5,3.98,2.00,0,2,0,0,1,1,6,0,2,0.67,0.00
46678,Gundogs,1,27.00,1.00,3.00,1.00,1,0.58,1.00,0,2,0.17,.00,0,2,0,0,0,1,1,4,0,0.67,3.00
46684,Mixed Breed/Unknown,0,29.25,1.00,4.00,2.00,1,0.73,1.00,8,5,0.00,.00,0,2,0,0,0,0,0,0,0,0.33,0.00
46688,Working,1,29.25,1.00,2.50,1.00,1,0.48,.00,0,1,0.31,.00,0,4,0,3,1,1,1,1,1,0.17,0.50
46690,Gundogs,0,31.95,1.00,1.50,1.00,0,0.00,.00,3,0,0.00,.00,0,0,0,3,1,1,4,0,1,0.33,0.00
46692,Gundogs,0,24.75,1.00,3.00,1.00,0,0.00,.00,3,4,0.15,.00,0,2,0,1,1,1,3,0,2,0.67,1.50
46703,Mixed Breed/Unknown,1,24.75,1.00,1.75,1.00,1,0.48,.00,7,2,0.37,.00,0,2,0,2,1,1,1,3,2,1.83,2.00
46705,Mixed Breed/Unknown,1,27.90,1.00,4.50,2.00,1,0.31,.00,0,5,0.38,.00,1,2,0,0,1,0,0,0,1,0.67,0.25
46706,Mixed Breed/Unknown,0,9.00,.00,4.00,2.00,1,0.48,.00,7,5,0.00,.00,0,2,0,0,1,0,0,2,4,#NULL!,1.50
46707,Working,0,27.90,1.00,3.00,1.00,1,0.23,.00,0,3,1.48,1.00,0,2,0,0,1,0,0,3,4,3.67,1.50
46712,Mixed Breed/Unknown,1,8.10,.00,1.00,1.00,1,0.83,1.00,7,5,0.83,1.00,0,2,1,4,1,0,0,3,3,1.83,#NULL!
46714,Toys,1,7.20,.00,4.85,2.00,1,4.48,3.00,5,5,4.40,2.00,0,0,0,1,1,1,1,1,2,0.33,0.25
46717,Mixed Breed/Unknown,1,24.75,1.00,6.00,2.00,1,0.48,.00,0,5,0.33,.00,1,2,0,0,1,1,6,0,0,0.33,0.00
46718,Mixed Breed/Unknown,0,33.75,1.00,5.00,2.00,1,2.98,3.00,7,5,2.98,1.00,0,2,0,1,1,1,1,0,0,0.83,0.25
46719,Gundogs,1,25.65,1.00,5.50,2.00,1,2.13,3.00,8,3,0.10,.00,1,2,0,0,0,1,6,4,0,0.00,1.25
46720,Gundogs,1,24.75,1.00,3.19,2.00,0,0.00,.00,3,1,0.12,.00,0,2,0,0,0,1,1,0,0,0.00,0.00
46723,Mixed Breed/Unknown,0,18.00,.00,4.00,2.00,1,0.38,.00,7,5,0.48,.00,0,2,1,4,0,0,0,2,3,1.17,1.25
46726,Mixed Breed/Unknown,0,26.10,1.00,1.00,1.00,1,0.98,1.00,7,5,1.23,1.00,0,2,0,0,1,0,0,2,0,0.67,1.50
46729,Mixed Breed/Unknown,0,31.50,1.00,6.00,2.00,1,0.46,.00,0,1,0.15,.00,0,4,0,2,1,1,3,0,0,0.00,0.25
46732,Non-Sporting,0,9.90,.00,4.00,2.00,1,0.98,1.00,6,2,0.15,.00,1,2,0,1,1,0,0,0,0,0.67,0.00
46734,Mixed Breed/Unknown,0,6.75,.00,2.50,1.00,1,0.48,.00,0,5,0.15,.00,0,2,0,1,1,1,1,1,1,1.00,2.00
46737,Terrier,1,5.85,.00,2.17,1.00,1,0.12,.00,0,5,2.08,1.00,1,2,0,1,1,1,1,0,0,0.00,0.67
46741,Gundogs,1,13.95,.00,3.00,1.00,0,0.00,.00,3,1,0.17,.00,0,3,0,1,1,0,0,0,1,0.33,0.25
46743,Working,0,23.40,1.00,2.00,1.00,1,1.65,3.00,7,5,0.00,.00,0,2,0,0,1,0,0,4,3,2.40,#NULL!
46744,Utility,1,8.10,.00,4.00,2.00,0,0.00,.00,3,1,0.48,.00,0,0,0,1,1,0,0,0,0,0.50,0.25
46747,Mixed Breed/Unknown,1,21.60,.00,2.00,1.00,1,0.98,1.00,7,5,0.00,.00,0,2,0,2,1,0,0,3,2,0.80,#NULL!
46748,Mixed Breed/Unknown,0,8.55,.00,9.02,2.00,1,0.48,.00,0,5,1.98,1.00,1,2,0,0,0,1,1,0,1,0.17,0.00
46751,Toys,1,2.25,.00,0.65,1.00,0,0.00,.00,3,4,0.23,.00,0,2,1,4,0,0,0,3,1,1.50,1.75
46753,Utility,0,31.50,1.00,7.02,2.00,1,3.31,3.00,8,5,2.98,1.00,0,2,0,3,1,1,6,4,0,0.83,2.50
46757,Toys,0,9.90,.00,1.15,1.00,0,0.00,.00,3,1,0.13,.00,0,2,0,0,1,0,0,3,3,2.50,3.00
46768,Working,1,18.00,.00,5.02,2.00,1,0.58,1.00,0,3,0.00,.00,0,2,0,0,1,0,0,0,2,1.33,1.33
46771,Working,1,29.70,1.00,7.02,2.00,1,5.98,3.00,5,1,0.13,.00,0,3,0,1,1,1,6,1,0,0.33,0.25
46774,Working,1,64.35,1.00,0.58,1.00,0,0.00,.00,3,1,0.15,.00,0,2,0,1,1,0,0,0,0,0.00,0.00
46775,Utility,0,27.00,1.00,2.00,1.00,1,0.48,.00,8,2,0.13,.00,0,2,0,2,1,1,1,0,0,0.83,1.50
46776,Terrier,0,2.70,.00,4.00,2.00,0,0.00,.00,3,0,0.08,.00,0,2,0,1,1,1,1,2,2,0.50,1.75
46777,Working,0,11.25,.00,0.65,1.00,0,0.00,.00,3,1,0.13,.00,0,2,0,1,1,0,0,0,3,#NULL!,0.00
46778,Working,0,9.00,.00,2.00,1.00,1,0.48,.00,4,2,0.00,.00,0,2,1,4,0,0,0,3,3,1.33,1.50
46780,Terrier,0,6.30,.00,2.00,1.00,1,1.58,3.00,4,1,0.15,.00,0,1,0,1,1,1,3,1,1,2.50,1.25
46781,Working,0,11.25,.00,7.02,2.00,1,0.98,1.00,1,1,0.08,.00,0,2,0,1,1,1,6,1,1,1.00,1.50
46785,Terrier,1,8.10,.00,3.00,1.00,0,0.00,.00,3,1,0.15,.00,0,2,0,1,1,1,2,0,1,0.67,0.50
46787,Gundogs,1,34.65,1.00,2.00,1.00,0,0.00,.00,3,1,0.23,.00,0,0,0,1,1,0,0,0,0,0.17,0.50
46789,Working,1,31.50,1.00,3.00,1.00,0,0.00,.00,3,1,0.23,.00,0,4,0,3,1,1,3,0,1,1.17,0.50
46793,Utility,1,4.95,.00,0.54,1.00,0,0.00,.00,3,1,0.15,.00,0,2,0,0,0,1,1,0,1,0.50,0.50
46794,Gundogs,1,22.50,1.00,6.00,2.00,1,0.48,.00,8,1,0.13,.00,0,4,0,0,1,1,6,0,0,0.00,0.00
46795,Working,0,24.75,1.00,1.50,1.00,0,0.00,.00,3,1,0.48,.00,0,4,0,2,1,1,1,0,1,0.17,0.00
46796,Working,1,27.00,1.00,7.02,2.00,0,0.00,.00,3,1,0.13,.00,0,4,0,2,1,1,3,0,0,0.83,0.00
46797,Working,0,27.00,1.00,3.00,1.00,0,0.00,.00,3,0,0.00,.00,0,2,0,2,1,1,3,1,0,1.33,0.25
46800,Toys,0,5.40,.00,4.00,2.00,1,7.98,3.00,7,5,7.98,2.00,0,2,0,0,1,0,0,0,1,1.00,0.33
46802,Terrier,1,19.80,.00,4.00,2.00,1,0.73,1.00,0,1,0.48,.00,0,2,0,2,1,1,6,0,0,0.17,0.25
46805,Terrier,1,8.55,.00,4.75,2.00,1,0.44,.00,0,5,0.48,.00,0,2,0,2,1,1,6,0,0,0.33,0.00
46810,Hounds,1,13.05,.00,1.92,1.00,1,0.98,1.00,7,5,0.98,1.00,0,2,0,0,1,0,0,1,0,0.50,1.50
46813,Non-Sporting,1,11.25,.00,1.33,1.00,1,0.48,.00,4,1,0.15,.00,0,2,0,0,1,0,0,4,2,0.67,2.00
46819,Hounds,0,4.05,.00,0.75,1.00,1,0.33,.00,7,5,0.40,.00,0,2,0,0,1,1,1,4,4,3.60,2.50
46820,Mixed Breed/Unknown,0,36.00,1.00,4.00,2.00,1,1.48,2.00,0,5,1.48,1.00,0,2,0,1,1,1,1,0,2,1.17,0.25
46829,Mixed Breed/Unknown,0,36.00,1.00,6.00,2.00,1,0.38,.00,5,2,0.13,.00,0,2,0,2,1,0,0,1,2,1.33,0.75
46836,Mixed Breed/Unknown,1,19.80,.00,9.02,2.00,1,0.13,.00,7,5,0.15,.00,0,2,1,4,0,0,0,1,1,1.00,1.00
46839,Mixed Breed/Unknown,1,18.00,.00,4.00,2.00,1,0.15,.00,0,3,0.15,.00,0,2,0,0,1,1,1,2,1,0.67,1.75
46842,Gundogs,1,27.00,1.00,4.00,2.00,1,0.31,.00,7,5,0.31,.00,0,2,0,2,1,1,5,0,1,0.33,0.00
46843,Gundogs,0,13.50,.00,2.08,1.00,1,0.98,1.00,8,1,0.23,.00,0,3,0,2,1,0,0,0,1,0.83,0.00
46846,Utility,0,45.45,1.00,9.02,2.00,1,0.48,.00,7,5,0.15,.00,1,2,0,1,1,1,1,0,1,1.00,0.75
46848,Toys,0,9.90,.00,4.00,2.00,1,0.48,.00,2,1,0.23,.00,1,2,0,1,1,0,0,2,3,1.67,2.25
46850,Mixed Breed/Unknown,1,40.50,1.00,1.17,1.00,1,0.48,.00,7,5,0.48,.00,0,2,0,0,1,0,0,1,2,0.83,0.50
46851,Mixed Breed/Unknown,0,29.70,1.00,0.65,1.00,1,0.33,.00,7,5,0.48,.00,0,2,0,1,1,0,0,1,1,0.67,1.25
46852,Utility,1,31.50,1.00,7.71,2.00,1,0.31,.00,5,4,0.31,.00,1,3,1,4,1,1,6,1,4,2.00,0.25
46853,Mixed Breed/Unknown,1,18.00,.00,10.02,2.00,1,8.33,3.00,5,0,0.00,.00,0,4,0,1,1,1,3,2,1,0.83,1.00
46854,Utility,0,50.40,1.00,6.90,2.00,1,0.19,.00,4,5,0.17,.00,1,2,0,0,1,1,1,0,0,0.67,0.50
46855,Mixed Breed/Unknown,0,24.75,1.00,2.25,1.00,0,0.00,.00,3,0,0.00,.00,0,4,0,2,1,1,1,1,0,0.00,0.75
46856,Working,1,29.70,1.00,4.00,2.00,0,0.00,.00,3,0,0.00,.00,0,3,0,3,1,1,3,2,1,0.67,1.00
46857,Working,0,32.85,1.00,7.02,2.00,0,0.00,.00,3,1,0.15,.00,0,3,0,3,1,1,4,1,1,0.17,0.25
46858,Hounds,0,36.00,1.00,5.00,2.00,1,0.48,.00,0,5,2.98,1.00,0,2,0,2,1,1,5,2,1,0.50,0.67
46859,Gundogs,0,40.50,1.00,7.02,2.00,1,0.98,1.00,0,3,0.19,.00,0,2,0,0,1,0,0,1,2,1.33,0.50
46861,Toys,1,7.20,.00,4.00,2.00,1,3.98,3.00,7,5,3.98,2.00,0,0,0,1,1,1,5,3,3,#NULL!,3.00
46862,Toys,0,6.75,.00,4.00,2.00,1,3.98,3.00,7,5,3.98,2.00,0,0,0,1,1,1,5,4,3,#NULL!,2.33
46863,Hounds,1,9.90,.00,11.02,2.00,1,0.48,.00,0,1,0.15,.00,0,2,0,1,1,1,6,0,0,0.17,0.00
46865,Hounds,1,14.85,.00,4.10,2.00,1,1.98,3.00,0,6,1.48,1.00,0,1,1,4,1,0,0,1,0,1.60,0.25
46868,Gundogs,0,27.00,1.00,2.00,1.00,1,0.48,.00,6,4,1.65,1.00,0,0,0,3,1,1,4,3,3,2.80,0.75
46869,Toys,0,4.05,.00,7.02,2.00,1,2.40,3.00,7,5,2.48,1.00,0,2,1,4,1,0,0,3,2,1.80,3.00
46872,Utility,1,31.50,1.00,3.33,2.00,1,2.73,3.00,7,1,2.65,1.00,0,4,0,2,0,0,0,1,1,0.67,0.75
46955,Non-Sporting,1,2.70,.00,5.00,2.00,1,4.40,3.00,7,5,4.40,2.00,0,2,0,0,1,1,6,1,1,1.33,0.33
46956,Non-Sporting,1,2.70,.00,3.00,1.00,1,2.98,3.00,7,5,2.98,1.00,0,2,0,0,1,1,1,1,1,2.17,1.00
46960,Utility,0,44.55,1.00,3.00,1.00,1,1.33,2.00,0,2,0.98,1.00,0,4,1,4,1,0,0,1,1,2.33,1.25
46961,Utility,1,54.90,1.00,4.00,2.00,1,1.98,3.00,7,5,1.98,1.00,0,2,0,1,1,0,0,0,0,0.00,0.75
46962,Mixed Breed/Unknown,1,14.85,.00,0.98,1.00,0,0.00,.00,3,1,0.17,.00,0,2,1,4,0,0,0,3,1,2.00,2.00
46963,Utility,0,72.00,1.00,3.00,1.00,1,0.98,1.00,3,5,3.33,2.00,1,2,0,0,1,1,1,0,0,0.00,0.00
46965,Utility,1,49.50,1.00,12.02,2.00,1,0.23,.00,7,2,6.98,2.00,0,2,0,0,1,0,0,0,1,1.50,0.25
46992,Mixed Breed/Unknown,1,26.10,1.00,4.02,2.00,1,0.12,.00,7,5,0.12,.00,0,2,0,2,1,1,5,0,1,1.50,0.75
47025,Mixed Breed/Unknown,1,12.60,.00,2.00,1.00,1,0.90,1.00,7,5,1.08,1.00,0,2,0,1,1,1,5,1,0,0.33,0.50
47028,Gundogs,0,45.00,1.00,3.00,1.00,1,0.38,.00,0,2,0.00,.00,0,4,0,0,1,0,0,0,0,0.00,#NULL!
47029,Non-Sporting,1,15.75,.00,4.00,2.00,1,2.98,3.00,0,5,2.98,1.00,0,2,0,1,1,1,5,1,2,1.50,1.75
47031,Utility,0,27.00,1.00,4.00,2.00,0,0.00,.00,3,1,0.15,.00,0,2,0,1,1,1,5,0,1,0.50,0.50
47033,Toys,0,9.00,.00,3.50,2.00,1,0.48,.00,6,2,0.12,.00,0,3,0,0,1,1,6,0,0,1.17,0.50
47039,Non-Sporting,0,9.00,.00,1.65,1.00,1,0.58,1.00,4,1,0.19,.00,0,2,0,0,0,0,0,0,1,0.33,0.00
47041,Working,0,49.50,1.00,5.00,2.00,1,1.98,3.00,7,5,2.98,1.00,1,2,0,2,1,0,0,0,0,0.83,0.00
47043,Gundogs,1,22.95,1.00,2.00,1.00,1,0.56,1.00,0,3,2.23,1.00,0,4,0,2,1,1,5,0,0,0.00,0.50
47044,Gundogs,0,26.55,1.00,2.25,1.00,1,0.58,1.00,0,3,2.15,1.00,0,4,0,2,1,1,5,0,0,0.00,0.00
47047,Mixed Breed/Unknown,1,18.00,.00,1.00,1.00,1,0.98,1.00,0,6,0.83,1.00,1,2,0,1,0,1,1,1,0,0.20,0.33
47050,Gundogs,1,18.00,.00,0.65,1.00,0,0.00,.00,3,3,0.19,.00,0,2,0,1,1,1,1,0,0,0.50,0.25
47053,Toys,1,3.60,.00,2.00,1.00,1,1.90,3.00,6,5,1.98,1.00,0,0,0,0,1,0,0,0,0,0.17,1.00
47061,Hounds,1,6.75,.00,4.00,2.00,1,3.98,3.00,0,2,3.98,2.00,0,2,0,3,1,1,4,4,4,#NULL!,#NULL!
47063,Mixed Breed/Unknown,0,31.50,1.00,7.02,2.00,1,0.48,.00,0,2,0.15,.00,0,2,0,1,1,0,0,2,2,2.00,3.25
47067,Terrier,1,24.75,1.00,7.02,2.00,1,0.40,.00,0,3,0.15,.00,0,2,0,0,1,1,1,0,0,1.17,0.00
47070,Working,0,40.95,1.00,1.50,1.00,0,0.00,.00,3,1,0.17,.00,0,3,0,2,1,1,1,0,0,0.00,0.00
47072,Gundogs,0,31.50,1.00,0.83,1.00,1,0.48,.00,8,1,0.73,1.00,1,1,0,0,1,1,1,0,0,0.17,0.00
47075,Utility,1,41.85,1.00,3.00,1.00,0,0.00,.00,3,1,0.29,.00,0,0,0,2,1,1,4,0,1,1.00,1.00
47076,Utility,1,39.15,1.00,1.00,1.00,0,0.00,.00,3,1,0.25,.00,0,0,0,2,1,1,2,1,3,0.67,0.75
47077,Utility,1,41.85,1.00,4.00,2.00,0,0.00,.00,3,1,0.15,.00,0,0,0,2,1,1,4,0,0,0.17,0.50
47078,Utility,0,41.85,1.00,8.02,2.00,1,0.17,.00,0,0,0.00,.00,0,2,0,2,1,1,6,0,0,0.00,0.25
47084,Working,0,22.95,1.00,3.62,2.00,1,0.98,1.00,1,1,0.19,.00,0,3,1,4,0,1,6,0,0,0.50,0.50
47085,Mixed Breed/Unknown,1,29.25,1.00,2.00,1.00,1,0.48,.00,7,5,0.65,1.00,0,2,0,0,1,0,0,2,1,1.33,1.33
47086,Mixed Breed/Unknown,1,8.10,.00,4.00,2.00,1,0.83,1.00,7,5,0.40,.00,0,2,1,4,0,0,0,4,0,0.67,2.00
47087,Terrier,0,4.95,.00,11.02,2.00,1,0.98,1.00,5,6,0.48,.00,0,2,0,2,1,1,3,1,3,2.83,1.50
47089,Working,0,29.25,1.00,1.33,1.00,0,0.00,.00,3,1,0.15,.00,0,3,0,2,1,1,3,0,0,0.20,0.00
47090,Mixed Breed/Unknown,0,38.25,1.00,3.00,1.00,1,0.98,1.00,7,5,1.48,1.00,0,2,0,1,1,0,0,3,3,1.50,1.00
47091,Terrier,0,8.10,.00,7.02,2.00,1,0.62,1.00,7,5,0.00,.00,0,2,0,3,1,1,6,0,0,0.00,0.75
47092,Non-Sporting,0,75.15,1.00,6.00,2.00,1,1.23,2.00,7,5,1.15,1.00,1,2,0,2,1,1,6,1,1,0.17,0.25
47096,Gundogs,1,27.90,1.00,6.00,2.00,1,0.48,.00,0,1,0.17,.00,0,2,1,4,0,0,0,0,1,0.17,0.00
47098,Working,0,51.75,1.00,3.00,1.00,0,0.00,.00,3,1,0.13,.00,0,2,0,1,0,0,0,0,0,0.00,0.00
47099,Mixed Breed/Unknown,1,22.05,1.00,3.00,1.00,1,0.58,1.00,6,5,0.00,.00,0,2,0,0,1,1,1,2,0,0.00,2.00
47100,Hounds,1,27.00,1.00,5.00,2.00,1,4.15,3.00,7,5,4.90,2.00,0,2,1,4,1,0,0,2,2,#NULL!,1.00
47103,Terrier,1,5.40,.00,1.58,1.00,1,1.48,2.00,7,1,1.48,1.00,0,2,0,1,1,1,1,4,4,#NULL!,2.67
47105,Utility,0,11.25,.00,5.00,2.00,1,1.98,3.00,7,5,0.00,.00,0,2,0,1,1,1,3,0,3,1.83,0.00
47107,Working,0,3.15,.00,3.25,2.00,0,0.00,.00,3,1,0.19,.00,0,0,0,0,1,0,0,0,0,0.50,0.25
47110,Utility,0,42.30,1.00,6.00,2.00,1,1.98,3.00,3,5,5.98,2.00,0,2,0,2,1,0,0,0,0,0.33,0.00
47118,Gundogs,1,24.75,1.00,6.00,2.00,1,1.58,3.00,0,5,1.48,1.00,0,3,0,1,1,1,1,1,1,1.33,0.50
47128,Utility,0,30.60,1.00,3.00,1.00,1,1.98,3.00,8,1,0.15,.00,0,3,0,3,1,1,1,0,0,0.17,0.00
47129,Mixed Breed/Unknown,1,29.25,1.00,10.02,2.00,1,0.15,.00,7,5,0.15,.00,1,2,1,4,0,0,0,1,1,1.00,0.50
47134,Mixed Breed/Unknown,0,4.95,.00,3.00,1.00,1,0.88,1.00,7,5,0.98,1.00,0,2,0,0,0,0,0,1,1,1.00,0.50
47138,Gundogs,0,36.00,1.00,4.00,2.00,1,0.65,1.00,0,6,0.48,.00,0,2,1,4,1,1,6,1,0,1.00,0.50
47140,Gundogs,0,37.80,1.00,8.02,2.00,0,0.00,.00,3,6,5.98,2.00,0,2,0,3,0,0,0,0,0,1.00,0.00
47149,Toys,1,2.70,.00,7.02,2.00,1,0.48,.00,0,4,0.15,.00,0,2,0,0,1,0,0,1,0,1.83,0.25
47150,Mixed Breed/Unknown,0,2.70,.00,2.67,1.00,1,1.65,3.00,6,2,0.08,.00,0,2,1,4,0,1,6,2,2,0.80,2.00
47151,Mixed Breed/Unknown,0,9.45,.00,0.75,1.00,1,0.33,.00,7,5,0.48,.00,0,2,0,0,0,1,1,4,4,3.83,3.50
47152,Gundogs,0,31.50,1.00,12.02,2.00,0,0.00,.00,3,3,1.23,1.00,1,3,0,0,0,1,6,2,1,1.00,0.75
47153,Gundogs,0,32.85,1.00,10.02,2.00,0,0.00,.00,3,1,0.15,.00,0,2,0,1,0,1,1,1,0,1.00,0.25
47157,Mixed Breed/Unknown,1,32.85,1.00,4.00,2.00,1,0.48,.00,0,1,0.15,.00,1,2,1,4,1,1,6,1,3,2.00,0.25
47160,Utility,0,37.35,1.00,5.75,2.00,1,0.48,.00,0,1,0.00,.00,0,2,0,0,1,0,0,1,0,0.67,0.25
47163,Working,1,18.00,.00,1.83,1.00,1,1.40,2.00,6,1,0.13,.00,0,2,0,1,1,0,0,2,3,0.67,0.50
47167,Mixed Breed/Unknown,0,18.00,.00,1.00,1.00,1,0.46,.00,0,6,0.12,.00,0,2,1,4,0,1,5,1,3,1.50,1.25
47170,Working,1,58.50,1.00,6.00,2.00,1,0.23,.00,0,3,0.73,1.00,0,2,0,2,1,0,0,0,0,0.00,0.00
47171,Gundogs,1,33.75,1.00,5.00,2.00,1,0.48,.00,8,1,0.23,.00,0,4,0,3,1,1,6,0,0,0.67,0.00
